,Date,Open,High,Low,Close,Volume,Intercept,Deviance,Slope,Z_Score,Z_Score2,Z_Score3,Strength,#10%Opps,#5%Opps,EPS,AvgVolume,TradeCapital,BuyPrice,PriceGrowth%,Ranking,Sector,Industry,Ticker
238,2025-04-07,4.179999828338623,4.53000020980835,4.0,4.190000057220459,2931129.0,11.090507766035634,-0.6221994388703991,-0.0058085708271841,-2.394731137357748,-2.355314648022027,-2.0901412746886647,-0.7176061344712793,67,52,-0.01,2924164,12252247.160000002,4.794125140415255,-25.59172553746562,37.76,Technology,Software - Infrastructure,BB.TO
1533,2025-04-07,24.1200008392334,24.1200008392334,23.25,23.670000076293945,86693.0,32.741033454235065,-0.2770539723683577,-0.0065191032595052,-1.9607806117410136,-1.39408153159938,-0.7291526357463136,-0.3808303453236966,17,52,1.21,68419,1619477.7300000002,23.71722361325489,-6.169035189855947,36.64,Consumer Cyclical,Specialty Retail,PET.TO
1407,2025-04-07,63.56999969482422,65.58000183105469,62.9900016784668,64.51000213623047,139967.0,27.33999526350355,1.3595469389983967,0.0421909844230387,-2.402050300083663,-1.455384792984762,-0.7708954247856158,-0.8382583794587123,5,15,5.66,147401,9508838.510000002,65.19728335224195,-5.306122343360712,36.09,Basic Materials,Lumber & Wood Production,SJ.TO
899,2025-04-07,5.679999828338623,5.820000171661377,5.550000190734863,5.690000057220459,153612.0,5.848764783491428,-0.0271450010640014,-0.0005760686714204,-0.3466582247608603,0.5195027240414857,1.5184391178209962,1.2684574303305678,21,52,0.04,74435,423535.15,5.283092089930847,-7.986785335749092,35.6,Healthcare,Drug Manufacturers - Specialty & Generic,GUD.TO
925,2025-04-07,4.099999904632568,4.400000095367432,3.9600000381469727,4.309999942779541,45829.0,2.9342321595093472,0.46886807467213,0.0022739749298918,-1.2725678122395303,-1.2347625574035033,-0.7795481392228306,0.354079730671709,61,50,-1.08,33538,144548.78,3.903897494803656,-20.941727326749398,35.37,Healthcare,Biotechnology,EPRX.TO
1176,2025-04-07,15.609999656677246,16.540000915527344,15.5,15.979999542236328,1791109.0,1.7060045192749698,8.366915129291465,0.0117766925053684,-0.5030341620599289,0.1494485821733673,1.641233851506777,1.0637491628503677,20,68,1.42,905509,14470033.82,14.66729677489038,-10.139258791932733,34.79,Energy,Oil & Gas E&P,PEY.TO
1428,2025-04-07,33.75,32.91999816894531,30.809999465942383,31.57999992370605,203543.0,26.57457881781755,0.1883537323471145,0.0230058543019689,-2.4222530723053297,-2.145486090306376,-1.2959130508298315,-0.8714034714069077,0,21,-1.05,119337,3768662.46,32.91565261877144,-10.78332530745676,34.59,Industrials,Farm & Heavy Construction Machinery,AFN.TO
653,2025-04-07,7.5,7.360000133514404,6.920000076293945,7.329999923706055,246855.0,4.045091977961204,0.8120724976445409,0.0019977323283049,-1.9199167417602927,-1.0272693749035586,-0.3431447578920378,-0.3578371836911048,1,61,0.58,33962,248941.46,7.197889124663324,-6.956162112373401,32.75,Industrials,Specialty Business Services,DXT.TO
241,2025-04-07,1.659999966621399,1.7400000095367432,1.6200000047683716,1.7000000476837158,21446.0,3.04738585926854,-0.4421448001035993,-0.0012453859942472,-2.428878178576356,-1.994967941124082,-0.648183961417031,-0.7177527570778943,1,28,0.72,22787,38737.9,1.748837745041391,-10.598735027502364,32.56,Energy,Oil & Gas E&P,RBY.TO
76,2025-04-07,280.010009765625,268.70001220703125,258.1199951171875,263.1199951171875,730632.0,109.62284325075412,1.4002296174285505,0.1124589245720074,-0.8455764995886716,-0.0337048299491693,1.7968037604189644,0.6650128369608468,0,11,3.41,307904,81015700.48,254.994046633922,-4.7410802218378505,32.29,Industrials,Waste Management,WCN.TO
491,2025-04-07,100.04000091552734,104.0,99.5,104.0,4643.0,15.21843144991356,5.83381860622638,0.0732447411029657,-1.7565153478782305,-1.1046046307891435,-0.9753771259338964,-0.2539941395706098,0,28,9.94,1750,182000.0,101.96747559354768,-4.268508403360189,31.56,Financial Services,Asset Management,OLY.TO
458,2025-04-07,5.010000228881836,5.309999942779541,4.949999809265137,5.119999885559082,80762.0,5.784617186216121,-0.1148939124685247,0.0038469514375282,-2.4787267788903318,-2.445920345570593,-1.4189678529214755,-0.9218512297307956,1,19,-0.41,31808,162856.96,5.812565206753286,-21.688874175919054,31.14,Energy,Oil & Gas E&P,FEC.TO
1485,2025-04-07,3.799999952316284,4.099999904632568,3.799999952316284,3.799999952316284,10216.0,3.91339685542411,-0.0289765917685177,0.0005072494066374,-1.889409203091353,-1.2081008925909915,-0.7475145484580542,-0.3205589999778949,43,40,-0.03,24188,91914.4,3.88050724135738,-13.497385920232045,30.47,Basic Materials,Specialty Chemicals,ECO.TO
864,2025-04-07,1.5499999523162842,1.5499999523162842,1.399999976158142,1.5199999809265137,42160.0,3.3225245397554115,-0.5425165524771688,-0.0012103780087131,-1.699286224909441,-1.2844993916101353,-0.9849773952505212,0.0031218978812389,59,19,-0.04,33779,51344.08,1.4673253371756367,-19.081323193395384,30.35,Technology,Information Technology Services,ALYA.TO
1345,2025-04-07,0.6299999952316284,0.6800000071525574,0.6299999952316284,0.6499999761581421,15914.0,1.3993324689440036,-0.5354928220534609,-0.0008459333230984,-2.5597114212330334,-2.7308638252071167,-2.230490178459754,-0.3811899797076455,26,74,0.25,172296,111992.4,0.6955400430791006,-13.633272464074484,30.19,Healthcare,Biotechnology,MSCL.TO
815,2025-04-07,0.4550000131130218,0.4600000083446502,0.4300000071525574,0.449999988079071,113791.0,5.1685172891615005,-0.9129344137006696,-0.0043592255500773,-3.358242740506721,-3.170173548533112,-2.284042525246357,-0.80871000037965,14,51,-0.16,65879,29645.55,0.5037439763384721,-12.201485483881124,28.96,Industrials,Specialty Industrial Machinery,PYR.TO
46,2025-04-07,0.6800000071525574,0.7799999713897705,0.6600000262260437,0.6899999976158142,46843.0,1.5614682269475797,-0.5581082050163431,-0.0008964748662742,-0.8585994875874604,-0.5981703625688997,-0.3692285187702712,1.120407380506058,81,57,-0.03,28654,19771.26,0.5851827574264321,-25.056637198745435,28.83,Basic Materials,Gold,ITH.TO
1441,2025-04-07,0.959999978542328,1.0099999904632568,0.9399999976158142,1.0,16337.0,1.8154619786738304,-0.4491760159414157,-0.0010363272509748,-1.911221744614712,-2.2446723429300275,-1.4536844363700023,-0.1021216255330229,82,37,-0.11,45746,45746.0,0.9919303365930834,-14.1928776962585,28.37,Basic Materials,Gold,G.TO
187,2025-04-07,154.27999877929688,162.0399932861328,152.00999450683594,157.1699981689453,127463.0,103.30694751059464,0.5213884637606464,0.0662829496846903,-2.4091614410880693,-2.1222678788308293,-1.6603832374629537,-0.9650139139012228,5,17,4.58,59088,9286860.96,164.02451255686896,-11.77659559140979,27.65,Real Estate,Real Estate Services,CIGI.TO
439,2025-04-07,7.650000095367432,7.829999923706055,7.610000133514404,7.710000038146973,24601.0,8.10764088847272,-0.0490451977086336,6.087093413467373e-05,-1.379350767912958,0.0789615098633235,0.4845941796505666,0.102514958020206,0,0,0.24,13883,107037.93,7.633639940994938,-2.418599485706017,27.63,Consumer Defensive,Household & Personal Products,KPT.TO
1177,2025-04-07,2.069999933242798,2.130000114440918,1.850000023841858,1.8600000143051147,16383.0,2.6284237494704827,-0.2923515416112692,-0.0017301153392223,-0.4776014175047021,-0.0665337364248109,0.7743773273293781,1.1325011326928969,128,68,-0.07,29541,54946.26,1.5517059103782396,-22.93489391044501,27.58,Basic Materials,Other Industrial Metals & Mining,TMQ.TO
812,2025-04-07,97.43000030517578,100.54000091552734,94.87999725341795,97.68000030517578,3105266.0,75.96892094087573,0.2857889660062055,0.0319648081092096,-2.5750498622653626,-2.1140713845477603,-1.9658260947595092,-1.1331193465362597,0,26,3.98,1661367,162282328.56,100.36648038372326,-7.371859370442227,27.4,Industrials,Railroads,CP.TO
987,2025-04-07,7.480000019073486,8.0600004196167,7.449999809265137,7.809999942779541,157169.0,8.937946933457551,-0.1261975483939997,-0.0001075051336516,-1.991218738446628,-1.5562555427480176,-0.6820920437271848,-0.5129895867049595,0,26,-0.36,199354,1556954.74,7.797544919651395,-10.30460343671946,27.14,Financial Services,Capital Markets,CF.TO
636,2025-04-07,23.899999618530277,23.6299991607666,22.549999237060547,23.15999984741211,159615.0,10.839329821029413,1.1366634496608206,0.0118428599830254,-2.369195113493166,-2.319247687850896,-1.4929924099169387,-0.9265840268703476,0,9,2.12,101658,2354399.28,23.83919988668498,-9.210429179762244,26.76,Basic Materials,Other Industrial Metals & Mining,ALS.TO
454,2025-04-07,7.679999828338623,7.400000095367432,6.329999923706055,7.070000171661377,36266.0,10.037686081684289,-0.2956543854701764,-0.0016895971422494,-2.5512112030999248,-1.6556533533993598,-1.45312144944786,-1.086322242169842,46,14,-0.03,57051,403350.57,7.52525182127973,-18.009251244363977,26.25,Technology,Software - Application,SYZ.TO
961,2025-04-07,8.420000076293945,8.149999618530273,7.409999847412109,7.900000095367432,72797.0,13.15138326719266,-0.3993027246742393,-0.0048422364884077,-1.069284575447191,-0.7968716048438256,0.3045141875952087,0.387918911046629,81,28,-0.44,69282,547327.8,7.333153734580076,-11.7404976478386,26.04,Basic Materials,Specialty Chemicals,NEO.TO
302,2025-04-07,0.800000011920929,0.7900000214576721,0.6899999976158142,0.75,481137.0,0.6922392334924552,0.0834404692957559,-0.0001283672203277,-2.350479479101683,-2.1151916223046787,-1.3185065746148568,-0.3846764043889207,52,61,0.0,285706,214279.5,0.7670269341583745,-14.266736133810817,25.23,Basic Materials,Other Industrial Metals & Mining,FVL.TO
1252,2025-04-07,0.7400000095367432,0.7799999713897705,0.7200000286102295,0.7400000095367432,232441.0,0.3332660252634637,1.2204483908965382,0.0004339752791089,-0.8162472028861099,-0.1621533821170455,0.4919299224325469,1.1229423542139434,22,91,-0.12,134667,99653.58,0.6788672704549339,-13.730729002771277,25.01,Basic Materials,Copper,FDY.TO
172,2025-04-07,110.0,112.5500030517578,107.31999969482422,109.69000244140624,330101.0,76.72613777839038,0.4296301836308515,0.0398601893630186,-2.299676580012081,-1.8522839394964243,-1.5698361956138296,-0.9062250485012838,0,42,6.13,154604,16958512.759999998,110.7334377424703,-5.371678617672146,24.55,Industrials,Industrial Distribution,TIH.TO
410,2025-04-07,151.72000122070312,158.97000122070312,151.25,155.5399932861328,9342015.0,79.63251280572004,0.9532222179853188,0.0625306902808771,-2.4500124243143486,-1.7575928721268266,-1.0594131091283507,-1.0631488018040742,0,3,12.29,4337996,674731897.8399999,157.81055353149628,-5.890542942028003,24.22,Financial Services,Banks - Diversified,RY.TO
100,2025-04-07,2.5999999046325684,2.6700000762939453,2.5899999141693115,2.5899999141693115,57810.0,1.0121385272737418,1.5589381733601604,0.0010419770943192,-0.3386518214970195,-0.3688106750477929,1.2618550120621974,1.1627418524064586,1,66,0.37,33541,86871.19,2.368808648682856,-11.13079490454102,24.08,Basic Materials,Gold,PRU.TO
856,2025-04-07,1.9600000381469729,1.9900000095367432,1.75,1.940000057220459,400686.0,0.3498369127179662,4.545441280475914,0.0011625679579772,-0.6550643425797751,-0.1573425854212258,0.622120456678026,0.9031725832674936,120,86,0.41,195038,378373.72,1.6104679881521498,-20.41831706625721,24.08,Basic Materials,Gold,MSA.TO
1210,2025-04-07,4.179999828338623,4.579999923706055,4.119999885559082,4.260000228881836,3073532.0,1.4801166004973738,1.878151780373464,0.0010784214609614,-0.2490147957599391,-0.0617977610768235,1.2511211146421213,1.217196218381658,58,89,0.2,1782579,7593786.54,3.6564304601793753,-15.688933642257746,24.01,Basic Materials,Gold,NGD.TO
1337,2025-04-07,51.27999877929688,55.58000183105469,49.75,52.93999862670898,1990155.0,6.699455999041192,6.90213393957444,0.0513236228438409,-2.207581732479024,-1.9705422762646247,-1.2799186527165445,-0.8224583086298831,13,39,0.39,1247050,66018827.0,54.872816269252695,-16.92943410048762,23.89,Energy,Uranium,CCO.TO
852,2025-04-07,2.650000095367432,2.8399999141693115,2.619999885559082,2.650000095367432,2945077.0,1.3673636186920608,0.938036129630438,0.0004489584337022,-0.6445291773545565,-0.372864926616989,0.2218361741966555,0.8753989672630444,59,96,0.06,3137835,8315262.75,2.359197121755243,-17.0124711530235,23.81,Basic Materials,Gold,CXB.TO
1372,2025-04-07,3.950000047683716,3.990000009536743,3.615000009536743,3.759999990463257,4609024.0,5.830234752844654,-0.3550860042764659,-0.0020170723669132,-0.3435983518206905,-0.2036524006879657,0.5096637126466337,1.1286025088688298,55,67,-0.68,3940153,14814975.28,3.186671867935459,-17.405198166062686,23.62,Basic Materials,Gold,BTO.TO
997,2025-04-07,8.470000267028809,9.890000343322754,8.470000267028809,9.399999618530272,636611.0,1.7357183484520862,4.415624964103879,0.0125975250276598,-2.1844182302444928,-1.6751747747111834,-0.3603576192294271,-0.7796726007513405,23,27,-0.09,285330,2682102.0,9.43304069162485,-15.439186018245298,23.38,Energy,Oil & Gas Equipment & Services,MATR.TO
624,2025-04-07,1.4199999570846558,1.4500000476837158,1.2999999523162842,1.3700000047683716,69825.0,2.314132125807458,-0.4079854000167148,-0.0006362109747955,-2.720485427384736,-2.772489836559497,-1.7011045466754553,-1.1158959145535032,0,20,-0.14,57309,78513.33,1.4243072569468582,-9.462405634247508,23.15,Technology,Communication Equipment,QTRH.TO
633,2025-04-07,133.3800048828125,137.63999938964844,131.9199981689453,135.0,2627045.0,122.74729261560702,0.099820591748311,0.0335177704682368,-2.369804510092929,-1.6385581634421975,-1.2318818850465991,-1.0064135490202497,0,6,7.01,1321230,178366050.0,136.38186226911685,-5.1780156999318745,22.93,Industrials,Railroads,CNR.TO
995,2025-04-07,8.890000343322754,8.539999961853027,7.630000114440918,8.069999694824219,2466312.0,3.326051905663274,1.4262999868052022,0.0016303841885562,-1.1523772469581668,-0.9203847537173332,0.629951848754483,0.2496871683742,34,92,2.13,1930716,15580878.12,7.584748828820855,-11.23238500830713,22.75,Basic Materials,Gold,IMG.TO
572,2025-04-07,0.8700000047683716,0.8799999952316284,0.8299999833106995,0.8399999737739563,61972.0,3.317021062724506,-0.746760735645132,-0.0011602984316906,-1.520685096535055,-1.655693686170343,-1.3611065154522075,0.2497250023468581,97,42,-0.13,106012,89050.08,0.818762387933256,-21.474195683323053,22.08,Basic Materials,Gold,ELO.TO
323,2025-04-07,12.0,11.770000457763672,10.899999618530272,11.529999732971191,141747.0,-0.4080897218813764,-29.25359011693692,0.0066529131962568,-1.989290734838052,-1.7013632672801349,-0.8290644041039646,-0.619654924195737,45,50,-0.28,63916,736951.48,11.584459998003004,-14.608761652647608,22.01,Energy,Oil & Gas E&P,TNZ.TO
1214,2025-04-07,3.4600000381469727,3.809999942779541,3.430000066757202,3.740000009536743,365812.0,8.653188486540124,-0.5677893743613416,-0.0153104303425848,-2.001982412121307,-2.131632658256943,-1.4565635488096318,-0.5710656241832478,23,36,-0.3,440764,1648457.36,3.6884853874875674,-13.371776326797002,21.92,Basic Materials,Other Industrial Metals & Mining,LAC.TO
1069,2025-04-07,0.4900000095367431,0.550000011920929,0.4900000095367431,0.5400000214576721,76887.0,2.2855020177691587,-0.7637280486915705,-0.0018841018908128,-1.5662033818015435,-1.966548272548808,-1.0602890489586585,0.5095006232037724,20,68,-0.73,48914,26413.56,0.5119369642515555,-7.592604265966986,21.92,Basic Materials,Other Industrial Metals & Mining,FURY.TO
449,2025-04-07,111.06999969482422,114.97000122070312,109.73999786376952,113.75,406095.0,29.937791851982787,2.799545422801993,0.0707893873790078,-0.6136720841575383,-0.0930025868301671,1.0456892922495555,0.7282784512365191,28,23,3.18,275819,31374411.25,107.09004204963811,-6.976277045290827,21.82,Industrials,Engineering & Construction,STN.TO
733,2025-04-07,14.449999809265137,15.479999542236328,14.279999732971191,15.239999771118164,137736.0,3.719944829638529,3.0968348911236543,0.0079772016551335,-2.251070798573519,-1.543583312961536,-0.5656721685686591,-0.8935166341108756,1,61,1.93,98975,1508379.0,15.165430763095252,-7.704109615583205,21.69,Healthcare,Medical Care Facilities,DR.TO
430,2025-04-07,5.800000190734863,6.239999771118164,5.690000057220459,6.079999923706055,1455561.0,-0.4547146236571016,-14.37102351098116,0.0059501369584854,-2.3851574366879404,-2.3114085351801505,-1.3334818780325166,-1.0123192323569212,0,13,0.81,686853,4176066.24,6.536611680640819,-19.09489207767508,20.78,Energy,Oil & Gas Equipment & Services,CEU.TO
35,2025-04-07,26.5,29.75,26.5,28.43000030517578,592057.0,40.39710943088975,-0.2962367677862438,-0.2508149416343714,-2.1856704787263013,-2.154425816837903,-1.642011627299649,-0.8595437830925753,0,7,1.38,144378,4104666.54,29.25283336734105,-16.729755240172064,20.64,Communication Services,Internet Content & Information,META.TO
649,2025-04-07,3.880000114440918,3.920000076293945,3.7300000190734863,3.75,22496.0,8.271061875142406,-0.5466120243556473,-0.0049551914043464,-2.4841129234757098,-2.055786868938508,-1.294529656728227,-1.0918425947186967,1,27,0.08,49132,184245.0,4.050806897974075,-14.158117473539477,20.56,Technology,Software - Infrastructure,HAI.TO
1367,2025-04-07,6.619999885559082,6.960000038146973,6.510000228881836,6.690000057220459,2727358.0,17.26328747828259,-0.6124724178035873,-0.0090244890645533,-0.2546618979216833,0.4217624590439319,1.1451666300861356,1.1070448953702865,3,69,0.1,2523898,16884877.62,6.039401910910596,-10.56556065554516,20.39,Utilities,Utilities - Diversified,AQN.TO
981,2025-04-07,13.539999961853027,13.960000038146973,12.300000190734863,13.039999961853027,598338.0,27.70855957327599,-0.5293873025998188,-0.014495526316466,-0.4252371894424946,-0.3910026958634935,0.162784778724024,0.9062603562297968,107,53,-1.83,489254,6379872.159999999,10.607879165274351,-21.578025212711403,20.26,Basic Materials,Gold,SSRM.TO
527,2025-04-07,61.58000183105469,66.5,61.220001220703125,63.880001068115234,369778.0,72.35907771520276,-0.1171805516988514,-0.0140438002004751,-0.3213452615248509,-0.32144474078574,0.979934581284616,0.9903701457030372,8,82,4.06,215235,13749211.8,58.10999047599743,-9.242609938918669,20.25,Basic Materials,Gold,NGT.TO
482,2025-04-07,26.75,26.299999237060547,24.280000686645508,25.1200008392334,5403342.0,27.73997038420084,-0.0944474528516306,-0.005140563779641,-0.3103455398852582,-0.0917948367005416,0.7142451592220974,1.0102482968726474,1,69,1.74,3467053,87092371.36,22.32001421885337,-12.16154703459524,20.24,Basic Materials,Gold,ABX.TO
266,2025-04-07,19.170000076293945,21.57999992370605,19.149999618530277,20.75,914423.0,27.61194536600254,-0.2485136514304194,-0.1486529845984023,-2.105979157125944,-2.0752908544507407,-1.5666577507813302,-0.7909273504223137,0,5,0.68,233123,4837302.25,20.866277500977585,-14.7975531078629,19.93,Consumer Cyclical,Internet Retail,AMZN.TO
1059,2025-04-07,60.310001373291016,64.5,59.470001220703125,63.58000183105469,740343.0,14.345029370897958,3.432197396544944,0.0358596923188943,-1.993919050459276,-1.869226478315742,-0.5586515213910018,-0.6946445798305428,22,45,1.62,538443,34234205.94,62.9914690467749,-11.301658686155251,19.67,Industrials,Engineering & Construction,ATRL.TO
1558,2025-04-07,7.269999980926514,7.699999809265137,7.269999980926514,7.329999923706055,71258.0,1.4336644202128943,4.112772431513348,0.0026978460580425,-1.8128876022333529,-0.976198995292382,-0.288804006899262,-0.4795469544079576,29,48,-2.58,96029,703892.57,7.353293469505689,-7.895562178964376,19.61,Financial Services,Mortgage Finance,DLCG.TO
319,2025-04-07,5.230000019073486,5.099999904632568,4.849999904632568,5.059999942779541,1207071.0,3.558552755724186,0.4219263532457598,0.0014649537130175,-1.9366731218559,-1.4726996531949488,-0.8120557212859743,-0.5811900873240337,0,29,3.26,447038,2262012.28,5.033594336111748,-9.163590690265783,19.49,Financial Services,Asset Management,DFN.TO
1306,2025-04-07,13.289999961853027,14.25,13.25,13.729999542236328,193217.0,24.85037692305879,-0.4474933082606006,-0.0028242622899273,-2.32145520145362,-2.1366790640182565,-1.6676215279736593,-1.0163834484786152,11,58,-5.91,228130,3132224.9,14.233699351470529,-12.282951108111634,19.19,Basic Materials,Lumber & Wood Production,IFP.TO
1221,2025-04-07,89.31999969482422,92.18000030517578,86.55000305175781,88.7699966430664,216942.0,36.40100390979045,1.43866891317222,0.048528761245494,-2.318500973178835,-1.8111415220714784,-1.0115906992165289,-1.045894410583788,0,2,10.22,77400,6870798.0,91.65568116883478,-10.194231424555923,18.57,Financial Services,Banks - Regional,EQB.TO
683,2025-04-07,3.799999952316284,3.75,3.5999999046325684,3.690000057220459,22067.0,1.297632373438156,1.8436405662750064,0.002013989133009,-2.358163708845754,-0.3823666458647558,-1.134934182721942,-1.0265545467366832,0,0,0.44,6856,25298.64,3.705553665011157,-4.038491153800415,18.27,Industrials,Industrial Distribution,TBL.TO
583,2025-04-07,4.0,3.809999942779541,3.4200000762939453,3.559999942779541,729001.0,8.195484876440805,-0.5656144820652023,-0.0460927298788364,-2.445470374311616,-2.292037862561404,-2.003589464417281,-1.101820940383483,28,26,-0.06,143411,510543.16,4.454125603582892,-31.74799858458373,18.27,Energy,Uranium,PDN.TO
350,2025-04-07,2.8299999237060547,2.8299999237060547,2.5799999237060547,2.7699999809265137,442702.0,1.3968486178652455,0.983035201881652,0.0027491562356017,-2.1190708900546027,-1.9318632426461213,-1.0142444020271506,-0.742365167362176,13,47,0.2,414509,1148189.93,2.8428535391773706,-18.187341381971883,18.26,Energy,Oil & Gas E&P,SDE.TO
949,2025-04-07,19.5,20.59000015258789,19.38999938964844,19.82999992370605,166467.0,8.571146196736642,1.313576208892118,0.0177652577574425,-2.3011870213420025,-2.091072967681314,-1.3629339177784716,-1.0386435261715912,0,14,1.52,89151,1767864.3299999998,21.285292002679363,-17.18186758730324,17.68,Energy,Oil & Gas Equipment & Services,NOA.TO
1420,2025-04-07,41.83000183105469,40.52999877929688,37.29999923706055,39.04999923706055,440158.0,35.15261424239098,0.1108704168570671,0.0261693200083,-2.4271253733435767,-2.2502273102622845,-1.851597684237134,-1.172484644302162,0,18,3.4,179995,7028804.749999999,45.66923369823809,-26.3575401554787,17.64,Basic Materials,Chemicals,MX.TO
31,2025-04-07,23.559999465942383,25.63999938964844,23.559999465942383,24.65999984741211,542428.0,31.638683524746725,-0.2205744013298189,-0.1498927280860378,-2.0930470574820474,-1.9553343775175136,-1.5534206288917023,-0.8435215181989894,0,1,1.39,204023,5031207.18,24.99029036206077,-12.286875531265034,17.26,Communication Services,Internet Content & Information,GOOG.TO
1363,2025-04-07,2.819999933242798,2.809999942779541,2.559999942779541,2.6600000858306885,223177.0,9.56828862944804,-0.721998343816251,-0.0013872185637419,-2.1336333382202226,-2.0345551958250407,-1.5432852758847986,-0.7885939444533864,19,36,-0.13,117361,312180.26,2.80233962492602,-20.03596455977362,17.19,Basic Materials,Other Industrial Metals & Mining,LAR.TO
1437,2025-04-07,7.260000228881836,7.099999904632568,6.400000095367432,6.840000152587891,109475.0,-1.502921335478522,-5.55113650403404,0.0092537496427569,-2.2599377079654586,-1.8600432001962428,-1.4309389384614963,-0.9929123115904518,14,45,1.85,98072,670812.48,6.97242002879885,-13.269368768980128,16.76,Industrials,Metal Fabrication,DRX.TO
1040,2025-04-07,223.9499969482422,231.4499969482422,220.38999938964844,230.1300048828125,154595.0,155.39702017331058,0.4809164591840565,0.0652794938021043,-2.225288930933166,-1.9182365456076895,-1.2787838552811834,-1.0052420294090805,0,10,4.21,97740,22492906.2,231.14781003036524,-7.399298101769006,16.54,Real Estate,Real Estate Services,FSV.TO
756,2025-04-07,1.090000033378601,1.350000023841858,1.090000033378601,1.2200000286102295,225422.0,3.013035984251607,-0.5950927785174596,-0.0012257256904359,-2.432924188403766,-2.299788779509117,-1.9144831197866703,-0.9790345309495428,32,50,-0.51,68012,82974.64,1.31937154415604,-22.68174793160675,16.41,Healthcare,Drug Manufacturers - Specialty & Generic,CRDL.TO
202,2025-04-07,109.52999877929688,113.5,109.51000213623048,110.63999938964844,3814963.0,54.026027928235536,1.047901791644113,0.0535606358930365,-2.1119925587410773,-1.665519872120054,-0.5912355761387688,-0.8992084744460372,0,0,10.87,1925982,213090648.48,112.59287986115018,-7.807524084342353,16.2,Financial Services,Banks - Diversified,NA.TO
612,2025-04-07,1.2999999523162842,1.3899999856948853,1.2599999904632568,1.350000023841858,356889.0,2.158756801459752,-0.3746400599970375,-0.0012832844805025,-2.089701814763285,-2.122556889591772,-1.517192463232506,-0.6558058646865722,32,36,-0.19,406322,548534.7000000001,1.3660682152023564,-15.908389671337284,15.69,Healthcare,Medical Care Facilities,AIDX.TO
1216,2025-04-07,11.5,11.890000343322754,10.5,11.100000381469728,253237.0,21.495249957547077,-0.4836068246058023,-0.0930893348914602,-2.3674166720796164,-2.291311447997196,-1.9857644717766167,-1.1653320535375438,26,44,1.24,68083,755721.2999999999,12.178761630174414,-21.58081044977873,15.05,Consumer Cyclical,Apparel Retail,GRGD.TO
699,2025-04-07,0.6000000238418579,0.6000000238418579,0.5600000023841858,0.5799999833106995,494203.0,0.2975626798021962,0.9491691084925452,0.000833487851442,-2.9395908891632083,-2.50239800659976,-1.7557395624952423,-1.1211298527239828,0,1,-0.06,177225,102790.5,0.6734599785785523,-17.089159693533396,14.9,Energy,Oil & Gas E&P,PNE.TO
364,2025-04-07,9.5,9.949999809265137,9.449999809265137,9.6899995803833,32988.0,9.797070945446968,-0.0109289159647685,0.0022127891368298,-2.2219279412640267,-2.1075609440841023,-1.6542060835360888,-1.0242236770531827,0,17,0.78,32927,319062.63,10.068655996640294,-13.025336043295871,14.8,Technology,Communication Equipment,ET.TO
1224,2025-04-07,2.109999895095825,2.200000047683716,2.0999999046325684,2.200000047683716,3907.0,2.4499083806223774,-0.1020072158270565,0.0002106724366566,-1.8936000604737784,-1.4704451130727378,0.2252502634296813,-0.6127141279057717,4,76,0.06,12848,28265.6,2.177636229617316,-9.075731268445669,14.75,Consumer Cyclical,Apparel Retail,ROOT.TO
12,2025-04-07,10.770000457763672,10.550000190734863,10.079999923706056,10.079999923706056,10411.0,9.584223254256289,0.0517284141132245,0.0008246239144292,-2.029278653155396,-0.8746425622845873,0.4845674239573,-0.8384166284015436,0,11,1.82,3004,30280.32,10.198253792609435,-5.30740771215422,14.71,Communication Services,Publishing,Y.TO
1222,2025-04-07,78.31999969482422,77.81999969482422,74.13999938964844,75.58999633789062,110046.0,96.50678781438783,-0.2167390703825581,-0.0086771016040051,-1.1885029197166843,-0.1952403020667084,1.0240033842544656,-0.036655423051345,0,13,2.72,95053,7185056.2700000005,74.13462123876472,-3.897490184164756,14.06,Consumer Defensive,Packaged Foods,PBH.TO
407,2025-04-07,200.8300018310547,213.1000061035156,199.6100006103516,207.0500030517578,594394.0,172.17720506761844,0.2025401560586601,0.0030257209491593,0.0507902461109407,0.2591876811580518,1.1696491398987916,1.193072271633868,0,82,4.08,299606,62033422.3,180.5488683995937,-11.413414584753586,13.83,Basic Materials,Gold,FNV.TO
164,2025-04-07,27.520000457763672,28.86000061035156,27.07999992370605,27.75,324362.0,10.977762630186856,1.527837496111688,0.0106670918709724,-0.0804677165807312,0.4964243683794666,1.2529099033356736,1.067507529024204,6,70,0.13,386132,10715163.0,25.46850294630616,-8.157895733003496,13.72,Basic Materials,Gold,OR.TO
1368,2025-04-07,5.0,5.369999885559082,4.800000190734863,5.230000019073486,35556.0,10.730366540939348,-0.5125981951204021,-0.0042013382077036,-1.9012162814978464,-1.802883737360038,-1.1569193288870028,-0.7269076032686433,66,46,-0.33,24579,128548.17,5.204534146509648,-21.21206298656914,13.43,Consumer Cyclical,Gambling,BRAG.TO
60,2025-04-07,17.899999618530273,18.709999084472656,17.600000381469727,18.290000915527344,1056835.0,37.83353292171076,-0.5165664027894251,-0.014085374702012,-0.2063351253212183,0.2826133449485573,1.0575879230772511,0.9369529788384876,17,47,1.03,1161491,21243670.39,16.2064794732211,-11.523120559781884,13.4,Utilities,Utilities - Renewable,NPI.TO
